5	0.1
 1222	)	1
 123.	¬	2
 124 	m	2
 1244	/	1
 126.	¬	2
 12H0	0	1
 12H3	0	1
 13 E	s	1
 13 d	e	5
 13 e	 	1
 13 m	i	2
 13 n	o	1
 13 p	e	4
 13 s	√	1
 13% 	d	2
 13% 	o	1
 13%,	 	1
 13, 	e	1
 13,3	2	1
 13. 	E	1
 130%	 	1
 132 	7	1
 1325	 	1
 1331	/	1
 137.	¬	2
 138.	¬	2
 13H1	5	1
 14 E	s	1
 14 a	 	1
 14 d	e	18
 14 d	i	9
 14 m	e	1
 14 m	i	4
 14 r	e	1
 14% 	-	1
 14% 	a	1
 14%.	 	1
 14) 	q	1
 14, 	o	1
 14,4	%	2
 14. 	O	1
 1400	 	1
 143 	c	1
 143 	r	1
 145,	 	1
 1466	/	3
 1467	/	4
 147 	4	1
 147.	¬	1
 148.	¬	2
 149.	¬	8
 15 0	0	4
 15 E	s	1
 15 a	 	1
 15 a	n	7
 15 c	a	1
 15 d	√	1
 15 d	a	1
 15 d	e	7
 15 d	i	1
 15 e	 	1
 15 e	u	1
 15 h	o	1
 15 m	e	1
 15 m	i	1
 15 p	a	3
 15 v	e	1
 15% 	d	12
 15% 	n	1
 15% 	o	1
 15% 	p	1
 15% 	r	1
 15% 	t	1
 15%,	 	1
 15%.	 	2
 15, 	b	1
 15,6	 	2
 15/2	0	1
 150 	√	1
 150 	a	1
 150 	m	1
 150%	,	1
 150-	1	1
 153.	¬	1
 154.	¬	1
 1541	/	8
 157 	v	1
 1593	 	1
 15H0	0	1
 16 m	i	3
 16% 	-	1
 16%,	 	1
 16, 	a	1
 16. 	O	1
 16.A	g	1
 160 	m	2
 1612	/	2
 162 	m	2
 166,	 	1
 167,	 	1
 169 	s	1
 17 %	 	1
 17 0	0	2
 17 M	a	1
 17 d	a	1
 17 d	e	6
 17 d	i	1
 17 e	s	2
 17 f	u	1
 17 g	o	2
 17 m	e	3
 17 m	i	1
 17 o	u	1
 17 p	o	1
 17% 	d	4
 17,4	%	1
 17.¬	∫	3
 170 	m	1
 170%	 	1
 171 	d	1
 171 	p	1
 174.	¬	1
 174¬	∞	1
 175 	%	1
 175 	i	1
 175%	 	1
 178 	p	1
 179 	d	1
 179.	¬	1
 18 0	0	3
 18 a	n	1
 18 d	e	9
 18 d	o	1
 18 e	 	3
 18 e	,	1
 18 m	e	3
 18 m	i	2
 18 r	e	1
 18% 	d	1
 18%.	 	1
 181 	d	2
 1848	,	1
 1852	/	1
 19 d	e	11
 19 e	 	1
 19 h	o	1
 19 m	i	1
 19 p	a	1
 19,9	 	1
 19.¬	™	1
 190 	m	1
 1905	/	9
 1914	,	1
 1914	.	1
 1919	,	1
 192.	¬	1
 1920	/	1
 1927	/	1
 1929	,	1
 1930	 	2
 1939	,	1
 1940	.	1
 1940	?	1
 1941	 	2
 1941	,	2
 1948	,	2
 1949	 	1
 1949	,	2
 1950	,	1
 1956	,	1
 1957	 	1
 1960	?	1
 1963	 	1
 1963	-	1
 1967	 	1
 1967	,	2
 1970	 	1
 1970	,	4
 1973	 	3
 1973	,	2
 1974	,	2
 1976	,	2
 1979	,	2
 1980	 	1
 1980	,	7
 1981	,	1
 1984	.	1
 1985	 	2
 1985	,	2
 1985	.	1
 1986	 	2
 1986	,	9
 1987	 	1
 1987	,	10
 1989	 	1
 1989	,	2
 1989	.	1
 1990	 	4
 1990	,	7
 1990	.	4
 1991	 	1
 1991	,	1
 1992	 	3
 1992	,	9
 1992	.	1
 1993	 	2
 1993	,	1
 1994	 	4
 1994	,	1
 1995	,	4
 1996	 	1
 1996	,	6
 1996	.	3
 1997	.	2
 1998	 	2
 1998	,	5
 1999	,	2
 1999	/	6
 19H4	0	1
 19h0	0	1
 1:2.	 	1
 1¬™ 	c	1
 2 00	0	5
 2 04	7	1
 2 80	0	1
 2 83	4	11
 2 90	0	3
 2 co	n	1
 2 da	 	1
 2 de	 	3
 2 do	 	8
 2 e 	3	2
 2 mi	l	6
 2 pa	r	1
 2 pi	l	1
 2 se	r	1
 2 so	b	1
 2% d	a	1
 2% q	u	1
 2%, 	b	1
 2) A	s	1
 2) D	e	1
 2) a	 	3
 2) d	i	1
 2) e	 	1
 2) g	a	1
 2) o	 	1
 2). 	E	1
 2, 3	 	1
 2, a	l	1
 2, d	o	2
 2, q	u	1
 2,1 	m	1
 2,2%	 	1
 2,3 	G	1
 2,5%	 	6
 2,52	%	1
 2,6 	m	1
 2,6%	 	5
 2,7%	 	2
 2,8 	%	1
 2,8%	 	1
 2,9%	,	1
 2. "	O	1
 2. A	 	1
 2. A	s	1
 2. I	s	1
 2. N	√	1
 2.¬∫	 	2
 2.¬∫	,	1
 20 %	 	2
 20 (	s	1
 20 0	0	2
 20 a	 	1
 20 a	n	8
 20 d	e	14
 20 d	o	1
 20 e	 	2
 20 h	e	3
 20 m	i	6
 20 m	o	1
 20 p	a	1
 20 p	o	1
 20 s	e	1
 20% 	a	5
 20% 	c	1
 20% 	d	16
 20% 	e	4
 20% 	f	1
 20% 	n	1
 20% 	p	4
 20% 	s	1
 20%,	 	3
 20%.	 	2
 20%.	C	1
 20),	 	1
 20,1	5	1
 20,6	%	1
 20-2	0	4
 200 	0	2
 200 	M	5
 200 	T	1
 200 	a	1
 200 	e	1
 200 	f	1
 200 	m	11
 2000	 	2
 2000	)	1
 2000	,	6
 2000	.	2
 2000	/	8
 2001	 	1
 2001	,	3
 2001	.	1
 2001	/	2
 2002	 	3
 2002	,	5
 2003	 	3
 2003	,	5
 2003	.	2
 2003	/	8
 2004	 	5
 2004	)	1
 2004	,	8
 2004	.	1
 2004	/	1
 2005	 	7
 2005	,	7
 2005	.	7
 2006	 	13
 2006	,	19
 2006	.	5
 2006	/	3
 2006	?	1
 2007	 	7
 2007	,	15
 2007	-	33
 2007	.	11
 2007	/	10
 2007	?	1
 2008	 	14
 2008	)	3
 2008	,	25
 2008	-	3
 2008	.	12
 2008	/	3
 2009	 	25
 2009	(	2
 2009	)	1
 2009	,	51
 2009	-	3
 2009	.	19
 2009	/	1
 2009	:	8
 2009	;	1
 2010	 	39
 2010	)	5
 2010	,	65
 2010	-	2
 2010	.	22
 2010	/	3
 2010	;	1
 2011	 	26
 2011	)	3
 2011	,	46
 2011	-	5
 2011	.	31
 2011	/	1
 2012	 	25
 2012	)	3
 2012	,	21
 2012	.	10
 2013	 	30
 2013	)	2
 2013	,	49
 2013	-	4
 2013	.	36
 2014	 	11
 2014	)	1
 2014	,	9
 2014	-	12
 2014	.	6
 2014	;	1
 2014	?	1
 2015	 	4
 2015	,	9
 2015	.	12
 2018	,	1
 2018	.	1
 2019	 	1
 2019	.	1
 2020	‚	71
 2020	 	89
 2020	"	21
 2020	)	1
 2020	,	97
 2020	.	63
 2020	:	10
 2020	;	1
 2021	.	1
 2022	 	1
 2025	 	1
 2025	,	2
 2025	.	4
 2030	 	1
 2045	,	1
 2050	 	1
 2050	,	4
 2050	.	3
 2050	;	1
 207-	2	1
 208.	¬	1
 21 %	 	1
 21 %	,	1
 21 %	.	1
 21 a	n	1
 21 d	e	4
 21 m	i	2
 21 p	e	1
 21% 	d	1
 21%,	 	1
 21%.	 	2
 21%;	 	1
 21,1	 	1
 21,3	 	1
 21.¬	∫	9
 210 	0	1
 210.	¬	1
 2100	,	1
 218.	¬	1
 22 0	0	1
 22 6	0	1
 22 E	s	2
 22 a	n	1
 22 c	o	1
 22 d	e	4
 22 d	o	1
 22 g	r	1
 22 l	√	1
 22 p	e	1
 22%.	E	1
 22,6	 	2
 22.¬	∫	2
 220 	0	1
 23 0	0	1
 23 a	n	1
 23 d	e	9
 23 d	o	2
 23 e	 	4
 23 l	√	2
 23 m	i	8
 23 m	o	1
 23 p	e	1
 23,3	%	1
 23.¬	∫	2
 230 	a	1
 230 	e	3
 230 	m	5
 24 %	 	1
 24 a	n	4
 24 d	e	14
 24 d	o	1
 24 e	 	3
 24 h	o	1
 24 m	e	1
 24 m	i	2
 24 r	e	4
 24% 	d	1
 24. 	N	1
 24/7	 	1
 24/7	.	1
 249 	a	1
 249 	t	1
 25 %	 	1
 25 %	,	1
 25 0	0	11
 25 E	s	3
 25 a	n	15
 25 d	e	13
 25 m	i	1
 25 o	u	1
 25 p	a	3
 25% 	a	3
 25% 	d	7
 25% 	e	1
 25% 	n	1
 25%,	 	5
 25,5	 	1
 25.¬	∫	1
 250 	0	1
 250 	t	1
 258/	9	1
 25: 	2	1
 25¬∫	 	1
 26 E	s	2
 26 d	e	9
 26 p	a	1
 26%;	 	1
 26,2	%	1
 26. 	I	1
 262 	v	1
 26¬∫	 	1
 27 0	0	1
 27 E	s	45
 27 M	i	1
 27 a	g	1
 27 b	a	1
 27 c	o	1
 27 d	e	4
 27 d	o	1
 27 e	x	1
 27 g	o	1
 27 n	√	1
 27 p	a	2
 27 p	o	2
 27 q	u	1
 27 r	e	1
 27 s	a	1
 27 s	i	3
 27 t	r	1
 27% 	d	2
 27, 	a	1
 27, 	m	1
 27, 	q	2
 27,1	%	2
 27. 	Q	1
 270 	m	1
 271 	r	5
 276 	c	1
 28 5	0	1
 28 a	c	4
 28 a	t	1
 28 d	e	6
 28 e	s	1
 28 m	e	1
 28 m	i	1
 28.¬	∫	5
 2800	 	1
 283.	¬	1
 286.	¬	4
 29 %	 	1
 29 d	a	1
 29 d	e	8
 29 o	u	1
 290.	¬	6
 2: "	A	1
 2:1.	 	1
 2¬∞C	.	1
 3 % 	d	1
 3 33	0	1
 3 40	0	1
 3 90	0	3
 3 an	o	4
 3 co	n	1
 3 da	 	3
 3 de	 	6
 3 de	v	2
 3 do	 	4
 3 e 	4	1
 3 em	 	1
 3 of	e	1
 3 ou	 	1
 3 pa	√	1
 3 pa	r	1
 3 se	j	1
 3% a	 	1
 3% d	a	1
 3% d	e	1
 3% d	o	7
 3% e	 	1
 3) A	 	1
 3) O	 	1
 3) O	s	1
 3) a	 	2
 3) a	s	2
 3) s	u	1
 3).F	e	1
 3, C	o	1
 3, c	o	1
 3, d	o	1
 3, o	 	1
 3, p	a	1
 3, q	u	1
 3,1%	 	1
 3,2 	%	1
 3,2 	m	1
 3,2%	.	1
 3,5 	e	1
 3,5 	t	2
 3,5%	 	2
 3,5%	.	1
 3,5-	1	1
 3,6 	n	1
 3,7 	m	2
 3,7%	 	1
 3,7.	 	1
 3. N	e	1
 3. R	e	1
 3.Po	r	1
 3.¬∫	 	6
 3.¬∫	d	1
 30 0	0	9
 30 M	b	4
 30 a	n	6
 30 d	e	7
 30 d	o	1
 30 e	u	1
 30 m	i	4
 30 s	a	1
 30 s	e	1
 30% 	c	1
 30% 	d	4
 30% 	n	1
 30% 	o	1
 30% 	s	2
 30% 	t	1
 30%,	 	4
 30%.	 	4
 30-3	1	1
 300 	0	2
 300 	a	1
 300 	c	1
 300 	f	1
 300 	m	10
 300,	 	1
 3030	/	7
 31 d	e	26
 31 d	o	1
 31 p	a	2
 31% 	d	1
 31% 	p	2
 31, 	q	1
 31.¬	∫	1
 311.	¬	1
 313 	0	1
 31de	 	1
 32 c	r	1
 32 m	o	1
 32%)	,	1
 32.¬	∫	2
 33 %	 	1
 33 m	i	1
 33% 	d	5
 330 	m	1
 34 a	n	1
 34 d	o	1
 34 m	e	1
 34 m	i	1
 34 v	o	1
 34%,	 	1
 34.¬	∫	1
 347 	b	1
 349.	¬	1
 34¬∫	 	1
 35 a	n	1
 35 p	a	1
 35 r	e	1
 35% 	d	1
 35% 	e	1
 35,7	%	1
 350 	0	3
 350 	a	1
 352 	c	1
 352.	¬	1
 36 (	p	1
 36 e	 	1
 36% 	d	1
 36, 	p	1
 36,1	%	1
 36.¬	∫	2
 360 	0	1
 360 	m	2
 363 	0	1
 37 -	,	1
 37 c	o	1
 37 v	o	1
 37, 	p	1
 37, 	q	1
 37,5	%	3
 37-D	,	1
 38 0	0	1
 38 d	o	1
 38% 	d	2
 39 a	 	1
 39% 	e	1
 390 	v	1
 39¬∞	.	1
 3: U	m	1
 3: f	u	3
 3a, 	r	1
 4 Es	t	1
 4 an	o	3
 4 co	n	1
 4 c√	™	1
 4 de	 	5
 4 do	 	2
 4 em	 	1
 4 un	i	1
 4% a	p	1
 4% d	o	1
 4% d	u	1
 4% p	a	1
 4%. 	E	1
 4) O	s	2
 4) a	 	2
 4) o	 	2
 4) v	a	1
 4).I	s	1
 4, a	i	1
 4, i	m	1
 4, o	 	1
 4,25	%	1
 4,3 	m	1
 4,7%	 	1
 4,8%	.	1
 4,9%	 	1
 4,9%	,	1
 4. O	 	1
 4. O	s	1
 4.¬∫	 	6
 4.¬∫	,	2
 40 %	 	7
 40 0	0	1
 40 a	n	1
 40 c	i	1
 40 d	i	1
 40 e	s	1
 40 i	n	1
 40 m	i	4
 40 n	o	1
 40 p	√	1
 40% 	a	4
 40% 	d	11
 40% 	e	1
 40% 	n	1
 40% 	s	1
 40%)	.	1
 40%.	 	8
 40%.	N	1
 400 	0	3
 400 	e	1
 400 	h	1
 400 	m	5
 400 	p	6
 400 	r	1
 41.¬	∫	1
 42 6	7	2
 42% 	d	10
 42.¬	∫	1
 427 	m	1
 43 d	a	2
 43% 	d	1
 43%,	 	1
 43, 	d	1
 43,5	%	2
 43.0	0	1
 432 	0	1
 435 	m	1
 44 %	 	1
 44 c	o	2
 44, 	q	1
 44, 	s	1
 44¬∫	,	1
 45 c	e	1
 45 o	u	1
 45% 	d	1
 45.¬	∫	2
 450 	m	1
 450 	p	1
 46 m	e	1
 46%.	 	1
 48 a	t	1
 48 d	i	1
 48 h	o	3
 48 m	i	1
 480 	m	2
 489 	6	1
 49 m	i	2
 498 	f	1
 4:1 	p	1
 5 % 	c	1
 5 % 	d	7
 5 % 	e	2
 5 % 	g	1
 5 % 	n	2
 5 % 	o	2
 5 % 	p	1
 5 %)	,	1
 5 %,	 	1
 5 %.	 	3
 5 00	0	2
 5 58	0	1
 5 80	0	1
 5 GH	z	1
 5 an	o	4
 5 co	n	1
 5 de	 	5
 5 do	 	2
 5 e 	9	2
 5 mi	l	6
 5 po	n	1
 5% a	 	3
 5% a	d	2
 5% c	o	3
 5% d	a	1
 5% d	o	3
 5% e	 	1
 5% n	a	2
 5% n	o	3
 5% o	u	2
 5% p	a	1
 5% √	©	2
 5%, 	c	1
 5%, 	p	1
 5) a	 	1
 5) u	m	1
 5+5 	a	2
 5, d	o	1
 5, p	a	1
 5, q	u	1
 5,2 	m	1
 5,5 	m	2
 5,8 	m	1
 5.¬∫	 	4
 50 %	 	6
 50 0	0	9
 50 a	c	2
 50 a	l	1
 50 a	n	2
 50 e	u	2
 50 f	o	1
 50 g	r	1
 50 m	i	3
 50% 	(	1
 50% 	a	1
 50% 	c	1
 50% 	d	10
 50% 	n	1
 50% 	s	1
 50%.	 	2
 50%?	 	1
 500 	0	2
 500 	e	2
 500 	k	1
 500 	m	24
 500 	n	1
 500 	p	1
 500%	 	1
 502 	m	1
 51 m	i	1
 51,5	%	1
 51.¬	∫	15
 52 m	i	1
 52% 	d	1
 523 	m	1
 54 0	0	4
 54 6	0	1
 54,6	 	1
 55 0	0	2
 55, 	r	1
 550 	E	1
 56 0	0	1
 56 h	o	1
 560.	U	1
 58 r	e	1
 580 	m	1
 59.¬	∫	1
 593 	9	3
 593/	2	1
 6 % 	d	1
 6 00	0	1
 6 de	 	8
 6 mi	l	2
 6 pa	r	1
 6 qu	e	1
 6% d	o	2
 6% n	√	1
 6%. 	E	1
 6) a	c	1
 6,6 	m	1
 6-A,	 	1
 6.¬∫	 	4
 6.¬∫	,	2
 6.¬∫	-	1
 60 %	 	2
 60 0	0	6
 60 a	e	2
 60 a	n	3
 60 m	i	6
 60 m	o	1
 60 n	a	1
 60 p	a	1
 60% 	d	3
 60% 	e	1
 60%,	 	1
 60%.	 	2
 600 	0	1
 600 	d	1
 600 	e	1
 600 	m	2
 600 	p	1
 600 	r	1
 600 	v	1
 600-	7	1
 61 a	n	1
 61 i	m	1
 61% 	d	1
 62,6	 	1
 62. 	P	1
 628 	5	1
 628 	6	1
 63 a	l	3
 63 a	n	1
 64% 	s	1
 64, 	q	1
 65 E	u	1
 65 a	n	2
 65% 	c	1
 65% 	d	1
 65,6	 	1
 65-7	0	1
 66% 	d	1
 66.¬	™	4
 661 	p	1
 672 	c	1
 673 	k	2
 679 	e	1
 683/	2	3
 69 (	s	1
 69 m	i	1
 69% 	e	1
 69%,	 	1
 7 00	0	2
 7 70	0	1
 7 72	1	2
 7 93	4	1
 7 an	o	1
 7 de	 	5
 7 ho	r	1
 7 in	i	1
 7 pa	r	1
 7 po	n	1
 7 qu	e	1
 7% -	 	1
 7% c	o	1
 7% d	a	2
 7% d	o	4
 7% p	o	1
 7%, 	c	1
 7,1%	 	1
 7,7 	m	1
 7. E	m	1
 7.70	0	1
 7.¬™	 	1
 7.¬∫	 	3
 7.¬∫	,	2
 7.¬∫	-	1
 70 %	 	2
 70 0	0	1
 70 a	n	1
 70 d	o	1
 70% 	d	7
 70% 	n	1
 70.¬	∫	4
 70/1	5	4
 700 	0	1
 700 	M	2
 700 	d	1
 700 	m	1
 700 	o	3
 71 s	e	1
 71/3	5	2
 71; 	a	1
 721 	k	2
 73% 	d	1
 73% 	n	1
 73/4	4	2
 738 	m	1
 74 t	e	1
 74/1	5	8
 740 	0	1
 75 %	 	8
 75 a	n	2
 75 e	 	3
 75 i	t	1
 75% 	a	4
 75% 	d	2
 75% 	e	3
 75%,	 	2
 75%.	 	3
 76/4	3	2
 760 	n	1
 760 	p	4
 77.¬	∫	1
 78 m	i	2
 78.¬	∫	4
 790 	M	1
 790 	b	1
 7PQ 	√	2
 7PQ 	n	1
 7PQ.	 	1
 7PQ:	 	1
 7¬∫ 	P	1
 8 % 	d	1
 8 00	0	1
 8 40	0	1
 8 da	 	1
 8 de	 	3
 8 do	 	7
 8 mi	l	2
 8 mo	n	1
 8 pa	r	1
 8 qu	e	1
 8%. 	P	1
 8, d	o	1
 8,5 	m	2
 8,7%	 	1
 8.¬∫	 	2
 8.¬∫	,	1
 8.¬∫	-	1
 8.¬∫	.	1
 80 %	 	2
 80 0	0	2
 80 m	i	5
 80% 	d	13
 80% 	o	2
 80%.	 	1
 80-9	5	2
 80.¬	∫	2
 80/1	8	2
 80/7	2	5
 800 	M	12
 800 	d	1
 800 	e	1
 800 	m	7
 800 	p	1
 800 	r	1
 807)	 	1
 82 m	i	1
 82. 	S	1
 82.¬	∫	2
 83% 	d	1
 834 	c	4
 834 	d	1
 834 	t	6
 84 m	i	1
 85% 	d	1
 85.¬	∫	1
 85/5	7	1
 86 m	i	1
 86.¬	∫	1
 86/2	9	3
 86/4	1	4
 860 	m	1
 87 a	n	1
 87 v	i	1
 87/4	0	4
 89/3	9	2
 894/	2	2
 8¬∫ 	P	1
 9 % 	d	2
 9 00	0	2
 9 20	0	1
 9 59	3	3
 9 Es	t	1
 9 a 	1	1
 9 de	 	19
 9 do	 	2
 9 e 	1	1
 9 mi	l	3
 9 pr	e	1
 9 qu	e	1
 9 ¬∫	 	1
 9% d	e	2
 9% d	o	2
 9,5 	m	1
 9,59	 	1
 9-10	 	1
 9.59	3	1
 9.¬∫	 	3
 9.¬∫	,	1
 90 %	 	8
 90 m	i	4
 90% 	d	17
 90%,	 	1
 900 	a	2
 900 	j	2
 900 	m	2
 900 	n	1
 900 	p	3
 91 b	a	1
 91 d	o	1
 91% 	d	1
 91,8	 	1
 92/7	9	5
 92/8	0	4
 93 8	0	1
 93,4	 	2
 93.¬	∫	1
 93/1	3	2
 931 	e	3
 934 	p	1
 95% 	d	3
 95/5	9	4
 96 m	i	1
 96.¬	∫	1
 96/7	3	2
 97% 	d	1
 97/7	/	1
 975/	9	2
 98% 	d	1
 99 %	 	2
 99% 	-	1
 99% 	d	5
 99,4	%	1
 995/	2	1
 : pr	i	1
 ;a p	e	1
 ? "A	 	1
 A "E	s	1
 A "J	u	1
 A "U	n	1
 A "c	o	2
 A "e	c	1
 A 1 	d	1
 A 14	 	1
 A 2 	d	1
 A Ag	√	3
 A Ag	e	4
 A Aj	u	1
 A Al	e	5
 A As	s	1
 A Au	t	2
 A Bi	e	2
 A Bu	l	6
 A Ch	i	2
 A Ci	m	2
 A Co	m	168
 A Co	n	3
 A Cr	o	9
 A Di	m	1
 A Di	n	1
 A Di	r	11
 A EI	O	1
 A EM	A	1
 A Es	p	1
 A Es	t	9
 A Eu	r	43
 A FE	F	2
 A FR	O	1
 A Fr	a	3
 A Fr	o	2
 A Fu	n	1
 A Gr	√	8
 A Gu	e	1
 A Hu	n	2
 A Ir	l	5
 A Is	l	1
 A It	√	2
 A Ju	v	3
 A Le	g	1
 A Le	t	1
 A Li	t	3
 A L√	≠	2
 A Ma	u	1
 A Mi	n	1
 A Mo	n	2
 A NA	T	2
 A OI	T	1
 A ON	U	2
 A Or	g	1
 A PA	C	9
 A Pa	r	1
 A Po	l	6
 A Pr	e	12
 A Re	d	1
 A Re	p	4
 A Ro	m	7
 A R√	∫	13
 A Se	m	1
 A Se	n	6
 A Su	√	1
 A TV	 	1
 A Tu	r	4
 A UD	M	1
 A UE	 	66
 A UE	,	2
 A Uc	r	2
 A Un	i	93
 A Vi	c	1
 A ab	e	1
 A ab	o	8
 A ab	s	1
 A ac	√	3
 A ac	e	4
 A ac	t	9
 A ad	a	1
 A ad	e	3
 A ad	o	8
 A af	e	3
 A ag	√	3
 A ag	e	1
 A ag	r	1
 A aj	u	4
 A al	i	1
 A al	t	5
 A al	u	1
 A am	b	1
 A am	e	3
 A an	√	3
 A an	t	1
 A ap	l	9
 A ap	o	1
 A ap	r	11
 A aq	u	1
 A ar	t	1
 A as	s	2
 A at	i	1
 A at	r	4
 A au	d	1
 A au	s	4
 A au	t	2
 A av	a	10
 A ba	i	1
 A ba	n	4
 A ba	s	3
 A be	m	1
 A bo	l	1
 A bu	r	1
 A ca	√	1
 A ca	n	3
 A ca	p	2
 A ca	r	1
 A ca	t	1
 A ce	l	3
 A ce	n	1
 A ch	a	2
 A ch	e	1
 A ci	d	2
 A ci	m	3
 A cl	o	1
 A co	d	14
 A co	e	1
 A co	i	1
 A co	m	14
 A co	n	38
 A co	o	17
 A co	r	1
 A cr	e	5
 A cr	i	32
 A cu	l	13
 A cu	r	2
 A de	c	13
 A de	f	4
 A de	l	4
 A de	m	5
 A de	p	1
 A de	t	3
 A di	f	2
 A di	g	2
 A di	m	4
 A di	p	1
 A di	r	15
 A di	s	6
 A di	t	1
 A di	v	4
 A do	t	1
 A ec	o	7
 A ed	u	6
 A ef	i	2
 A el	a	1
 A el	e	3
 A el	i	2
 A er	r	1
 A es	c	4
 A es	m	1
 A es	p	2
 A es	q	1
 A es	s	3
 A es	t	45
 A et	i	2
 A ev	o	1
 A ex	c	4
 A ex	e	4
 A ex	i	13
 A ex	p	14
 A fa	l	4
 A fa	s	1
 A fa	z	1
 A fi	m	30
 A fi	n	3
 A fl	e	2
 A fl	o	1
 A fo	r	8
 A fr	a	4
 A fu	n	2
 A fu	s	1
 A fu	t	3
 A ge	s	5
 A gl	o	1
 A go	v	2
 A gr	a	3
 A ha	r	1
 A hi	s	2
 A ho	m	1
 A id	e	14
 A im	i	2
 A im	p	12
 A im	u	1
 A in	c	4
 A in	d	13
 A in	f	6
 A in	i	13
 A in	o	8
 A in	s	3
 A in	t	17
 A in	v	6
 A is	s	1
 A is	t	1
 A ju	s	1
 A le	g	6
 A li	√	1
 A li	b	7
 A li	g	1
 A li	s	4
 A li	v	4
 A lo	n	5
 A lu	t	1
 A ma	i	10
 A ma	n	1
 A ma	r	2
 A me	l	4
 A me	n	5
 A me	s	2
 A me	u	15
 A mi	g	1
 A mi	l	1
 A mi	m	1
 A mi	n	16
 A mi	s	1
 A mo	b	8
 A mo	e	1
 A mo	n	1
 A mo	r	1
 A m√	©	2
 A na	t	4
 A ne	c	9
 A no	s	32
 A no	v	22
 A n√	≠	6
 A ob	r	3
 A oc	u	1
 A om	i	1
 A op	i	1
 A op	o	1
 A op	r	1
 A or	g	3
 A or	i	1
 A or	q	1
 A ou	 	1
 A ou	t	1
 A pa	n	1
 A pa	r	17
 A pe	r	6
 A pe	s	1
 A po	l	32
 A po	p	3
 A po	s	5
 A pr	√	7
 A pr	a	1
 A pr	e	23
 A pr	i	23
 A pr	o	76
 A pu	b	1
 A p√	©	1
 A qu	a	3
 A qu	e	32
 A qu	o	3
 A ra	d	1
 A ra	p	1
 A ra	s	1
 A ra	z	3
 A re	a	7
 A re	c	20
 A re	d	11
 A re	f	5
 A re	g	1
 A re	i	1
 A re	l	9
 A re	p	3
 A re	s	36
 A re	u	1
 A re	v	4
 A ro	t	1
 A se	c	3
 A se	d	1
 A se	g	10
 A se	n	12
 A se	r	1
 A se	s	1
 A si	m	14
 A si	t	22
 A so	b	1
 A so	l	11
 A so	m	1
 A su	a	26
 A su	g	1
 A su	p	4
 A su	s	2
 A ta	x	1
 A te	c	2
 A te	l	1
 A te	n	4
 A te	r	3
 A te	s	1
 A to	d	1
 A tr	a	16
 A t√	≠	3
 A t√	≥	1
 A um	a	1
 A un	i	1
 A ut	i	5
 A va	l	1
 A va	n	2
 A ve	r	14
 A vi	a	1
 A vi	o	1
 A vi	r	1
 A vi	s	3
 A vo	n	3
 A vo	s	1
 A vo	t	8
 A zo	n	1
 A √Å	u	1
 A √ç	n	7
 A √™	n	2
 A √∫	n	16
 A" n	o	1
 A. T	s	1
 AAA,	 	1
 AAEC	.	1
 ABE 	b	1
 ABE 	e	2
 ABE 	f	2
 ABE,	 	7
 ABE.	O	1
 ACL 	-	1
 ACL 	U	4
 ACL 	a	2
 ACL 	b	2
 ACL 	c	4
 ACL 	e	4
 ACL 	f	2
 ACL 	m	1
 ACL 	n	1
 ACL 	p	1
 ACL.	 	1
 ACL.	N	1
 ACNU	R	3
 ACP 	(	1
 ACP-	U	2
 ACP.	M	1
 AEA,	 	1
 AED 	m	1
 AED 	n	1
 AEM.	 	1
 AEP 	t	1
 AEP,	 	1
 AESA	.	1
 AGH 	d	1
 AGRI	 	1
 AI i	n	1
 AI n	√	2
 AI p	o	1
 AI s	e	1
 AI. 	E	1
 AI. 	P	1
 AIA 	c	2
 AIA 	e	1
 AIA 	n	1
 AIA 	p	1
 AIA 	q	1
 AIA,	 	2
 AIA.	 	2
 AIA.	N	1
 AIA.	P	2
 AIA.	Q	1
 AIEA	 	1
 ALDE	 	2
 ALDE	)	1
 ALDE	,	5
 ALDE	.	1
 ANC 	√	1
 ANC 	a	2
 ANC 	c	2
 ANC 	d	4
 ANC 	e	4
 ANC 	n	1
 ANC 	p	4
 ANC 	r	1
 ANC 	s	1
 ANC)	 	1
 ANC.	 	2
 ANC.	A	3
 ANC.	C	1
 ANC.	J	1
 APD 	(	1
 APD 	c	1
 APD 	d	1
 APD 	q	1
 APD.	D	1
 APD.	O	1
 APD;	 	1
 APP 	t	1
 ARTE	M	1
 ASEA	N	1
 ATD 	Q	1
 Aach	e	1
 Aarh	u	1
 Abba	s	5
 Abc√	°	1
 Abd 	a	2
 Abda	l	1
 Abdu	l	1
 Abra	n	1
 Abri	l	41
 Abst	i	1
 Abye	i	19
 Acab	a	1
 Acad	e	3
 Acei	t	1
 Acer	v	1
 Acho	 	1
 Acol	h	3
 Acom	p	2
 Acor	d	190
 Acre	d	5
 Acre	s	1
 Acr√	≥	1
 Act 	(	3
 Act 	e	1
 Act 	i	1
 Act 	o	1
 Act"	 	13
 Act"	,	4
 Act"	.	4
 Act,	 	1
 Acta	A	1
 Acta	C	2
 Acta	D	1
 Acta	O	1
 Acta	V	1
 Acti	v	1
 Acto	 	13
 Actu	a	6
 Act‚	Ä	10
 Ac√ß	√	86
 Adag	i	1
 Ades	√	5
 Adi 	R	1
 Adid	o	1
 Adju	n	1
 Admi	n	4
 Admi	t	1
 Adna	n	2
